tipo_de_carretera;numeros_de_carriles;curvatura;limite_de_velocidad;iluminacion;clima;seniales_presentes;carretera_publica;momento_del_dia;feriado;temporada_escolar;nro_accidentes_reportados;riesgo_de_accidente
urban;1;0,19;45;luz;despejado;no;si;mañana;no;no;2;0,21
urban;1;0,95;25;noche;neblina;no;si;mañana;si;si;2;0,56
autopista;4;0,19;60;luz;neblina;no;si;tarde;no;si;4;0,47
autopista;2;0,18;25;poca_luz;neblina;no;si;mañana;no;no;2;0,2
rural;4;0,91;70;poca_luz;despejado;no;no;noche;no;si;3;0,55
urban;3;0,95;60;poca_luz;despejado;no;si;mañana;no;no;2;0,48
autopista;3;0,71;35;poca_luz;lluvioso;no;si;noche;si;si;2;0,29
rural;1;1;35;luz;neblina;si;si;mañana;no;no;1;0,45
rural;4;0,05;45;poca_luz;neblina;no;no;tarde;si;si;2;0,08
rural;3;0,72;25;poca_luz;lluvioso;si;no;noche;no;si;1;0,26
rural;1;0,19;35;poca_luz;neblina;si;no;tarde;no;si;4;0,32
rural;2;0,38;70;noche;neblina;si;no;mañana;si;no;0;0,53
urban;1;0,29;25;luz;neblina;si;si;mañana;si;si;1;0,11
rural;3;0,87;60;poca_luz;lluvioso;si;no;mañana;no;si;2;0,67
urban;3;0,12;45;poca_luz;despejado;si;si;noche;si;no;1;0,12
autopista;3;0,31;35;poca_luz;neblina;no;si;mañana;si;no;4;0,34
rural;2;0,76;25;poca_luz;lluvioso;no;si;noche;si;no;0;0,32
autopista;4;0,75;60;poca_luz;neblina;no;si;noche;no;no;2;0,63
urban;2;0,54;70;poca_luz;lluvioso;si;no;mañana;si;no;2;0,34
urban;2;0,81;70;luz;lluvioso;si;no;noche;si;no;1;0,56
autopista;3;0,08;70;luz;lluvioso;si;si;mañana;no;no;0;0,42
rural;2;0;45;noche;neblina;no;no;mañana;si;no;1;0,32
rural;2;0,1;70;luz;despejado;si;si;noche;si;si;0;0,14
autopista;2;0,82;35;poca_luz;lluvioso;no;si;noche;no;no;1;0,37
autopista;4;0,5;60;noche;lluvioso;no;no;noche;no;no;1;0,65
autopista;1;0,38;35;luz;despejado;no;no;noche;si;no;1;0,21
rural;3;0,23;25;poca_luz;lluvioso;no;no;tarde;no;no;0;0,14
rural;3;0,13;35;poca_luz;despejado;no;si;tarde;si;no;0;0
rural;3;0,58;35;noche;neblina;no;no;noche;no;si;2;0,46
autopista;2;0,64;70;poca_luz;lluvioso;no;si;tarde;no;si;3;0,65
rural;4;0,05;60;luz;lluvioso;no;no;noche;si;no;0;0,25
urban;2;0,07;60;luz;neblina;si;si;mañana;si;no;1;0,37
autopista;2;0,73;60;poca_luz;despejado;no;no;mañana;no;no;1;0,46
rural;1;0,44;45;luz;despejado;si;no;tarde;si;no;2;0,03
autopista;1;0,32;45;luz;neblina;no;no;noche;si;si;1;0,2
urban;4;0,48;25;poca_luz;despejado;no;no;mañana;si;si;2;0,13
urban;1;0,19;60;poca_luz;despejado;si;si;mañana;si;no;0;0,25
autopista;4;0,03;35;noche;lluvioso;si;si;tarde;no;no;2;0,3
autopista;2;0,35;45;luz;neblina;no;si;noche;no;si;0;0,19
urban;2;0,33;60;noche;lluvioso;si;si;tarde;si;no;1;0,42
autopista;3;0,4;35;noche;lluvioso;no;no;mañana;si;no;0;0,45
urban;1;0,5;35;luz;lluvioso;si;si;mañana;si;no;1;0,29
urban;2;0,8;45;luz;neblina;si;no;mañana;no;si;0;0,41
rural;1;0,91;60;poca_luz;despejado;si;no;tarde;si;si;0;0,53
autopista;4;0,18;25;luz;lluvioso;si;no;mañana;si;no;1;0,13
autopista;1;0,4;45;luz;despejado;si;no;tarde;no;si;2;0,06
rural;2;0,02;25;noche;lluvioso;no;no;tarde;no;no;2;0,28
urban;4;0,65;60;noche;neblina;no;no;mañana;no;si;1;0,68
autopista;1;0,35;35;luz;neblina;si;no;noche;si;si;0;0,19
rural;1;0,43;25;poca_luz;lluvioso;si;no;noche;si;si;4;0,28
rural;2;0,07;70;luz;despejado;no;no;mañana;no;si;0;0,2
autopista;2;0,84;25;luz;lluvioso;si;si;noche;no;no;0;0,38
rural;4;0,73;35;luz;neblina;no;si;noche;no;si;2;0,41
urban;1;0,16;70;luz;despejado;si;si;noche;si;si;2;0,21
rural;3;0,01;70;poca_luz;lluvioso;si;si;tarde;no;no;2;0,37
urban;4;0,12;25;poca_luz;lluvioso;si;no;mañana;si;si;2;0,17
urban;3;0,49;35;poca_luz;neblina;si;no;mañana;si;no;0;0,25
autopista;3;0,81;60;poca_luz;despejado;si;si;tarde;no;no;0;0,39
rural;4;0,72;60;noche;lluvioso;si;si;mañana;si;no;2;0,68
urban;4;0,64;35;poca_luz;neblina;si;si;tarde;si;si;2;0,2
urban;4;0,8;60;noche;lluvioso;no;no;noche;si;no;1;0,66
rural;4;0,51;35;noche;lluvioso;si;no;mañana;si;si;4;0,51
urban;2;0,67;60;luz;despejado;si;no;tarde;no;si;1;0,48
rural;3;0,83;70;poca_luz;neblina;no;si;tarde;si;si;3;0,58
autopista;2;0,55;25;poca_luz;lluvioso;no;no;tarde;si;no;3;0,28
urban;1;0,61;70;luz;despejado;si;no;mañana;si;si;4;0,44
urban;2;0,62;25;poca_luz;despejado;no;si;mañana;si;no;2;0,26
rural;4;0,93;60;luz;neblina;no;si;mañana;si;si;1;0,63
rural;3;0,45;25;luz;lluvioso;si;si;mañana;si;no;2;0,25
rural;3;0,09;70;luz;lluvioso;si;si;noche;no;no;2;0,3
rural;3;0,87;60;poca_luz;lluvioso;no;no;noche;si;si;2;0,46
urban;3;0,06;60;noche;lluvioso;si;si;noche;si;si;2;0,47
autopista;4;0,05;60;luz;neblina;si;no;tarde;no;si;1;0,3
autopista;3;0,2;35;luz;neblina;si;no;mañana;no;si;0;0,27
autopista;1;0,07;60;luz;neblina;si;si;noche;no;si;1;0,33
autopista;1;0,52;25;luz;despejado;no;no;tarde;no;si;0;0,18
rural;1;0,88;60;noche;despejado;no;no;mañana;no;no;2;0,62
urban;1;0,24;45;luz;neblina;no;no;tarde;no;si;1;0,19
urban;2;0,05;35;poca_luz;despejado;si;si;mañana;si;no;0;0
urban;3;0,25;45;luz;despejado;si;si;tarde;no;no;2;0
rural;3;0,29;45;noche;lluvioso;si;no;noche;no;si;1;0,37
urban;1;0,87;25;noche;lluvioso;si;si;tarde;si;si;3;0,58
rural;1;0,66;35;noche;lluvioso;si;si;noche;si;si;2;0,48
urban;4;0,15;60;luz;despejado;si;si;mañana;no;si;2;0,27
autopista;4;0,29;25;poca_luz;despejado;si;no;mañana;no;no;3;0,14
rural;4;0,63;45;poca_luz;despejado;no;no;tarde;si;no;0;0,27
urban;1;0,05;25;noche;despejado;si;si;noche;no;no;1;0,18
autopista;4;0,68;25;poca_luz;despejado;no;no;mañana;si;no;3;0,35
autopista;2;0,87;35;luz;despejado;no;si;mañana;si;no;1;0,32
autopista;2;0,87;25;luz;despejado;no;no;tarde;no;si;1;0,19
rural;1;0,06;35;luz;neblina;si;si;noche;si;no;4;0,29
rural;3;0,81;60;noche;despejado;si;si;noche;si;no;1;0,67
urban;2;0,5;60;luz;neblina;no;si;noche;si;no;1;0,45
autopista;4;0,5;70;poca_luz;despejado;si;si;mañana;si;no;2;0,32
urban;1;0,58;35;luz;neblina;no;si;mañana;si;no;1;0,31
urban;1;0,41;25;poca_luz;despejado;si;si;mañana;si;si;3;0,22
autopista;1;0,71;70;luz;lluvioso;si;no;mañana;no;no;3;0,66
urban;3;0,32;35;noche;despejado;no;si;noche;si;si;0;0,31
rural;4;0,75;60;noche;despejado;si;si;noche;no;no;3;0,75
urban;4;0,93;25;luz;neblina;si;no;noche;no;si;1;0,28
autopista;4;0,13;35;luz;neblina;si;no;tarde;si;no;1;0,11
rural;2;0,45;45;noche;lluvioso;si;no;noche;si;si;3;0,53
rural;4;0,02;25;noche;neblina;no;no;mañana;no;si;0;0,22
urban;4;0,44;25;luz;neblina;si;no;mañana;no;no;2;0,19
urban;3;0,44;35;luz;neblina;no;no;mañana;no;si;2;0,2
rural;4;0,73;35;noche;neblina;no;si;noche;si;no;1;0,48
urban;2;0,35;70;noche;neblina;no;si;noche;no;si;2;0,61
autopista;3;0,89;70;poca_luz;neblina;si;no;tarde;si;si;1;0,64
urban;2;0,4;25;luz;lluvioso;no;si;tarde;si;no;5;0,41
urban;3;0,55;25;noche;despejado;si;no;mañana;no;no;1;0,35
rural;4;0,26;25;noche;neblina;si;si;tarde;no;si;1;0,29
urban;4;0,16;45;poca_luz;despejado;no;si;mañana;si;si;2;0,04
urban;1;0,66;35;poca_luz;despejado;si;no;mañana;si;si;0;0,14
urban;3;0,42;35;poca_luz;neblina;si;si;tarde;si;no;0;0,3
autopista;1;0,62;25;luz;despejado;no;si;mañana;no;no;0;0,28
urban;4;0,61;25;noche;neblina;si;no;noche;si;no;2;0,51
autopista;4;0,49;35;noche;lluvioso;no;si;noche;no;no;3;0,52
autopista;3;0,3;25;luz;lluvioso;no;si;mañana;no;no;3;0,21
autopista;1;0,2;35;poca_luz;despejado;no;si;mañana;si;no;1;0,08
autopista;4;0,18;60;luz;neblina;no;si;tarde;no;no;1;0,33
rural;1;0,54;35;poca_luz;lluvioso;si;si;tarde;si;no;2;0,27
autopista;3;0,3;35;poca_luz;lluvioso;si;no;mañana;no;no;0;0,24
urban;3;0,56;25;noche;lluvioso;si;si;mañana;si;no;5;0,55
autopista;3;0,8;35;noche;neblina;no;si;mañana;si;no;2;0,6
urban;3;0,5;45;poca_luz;neblina;si;si;tarde;no;no;2;0,21
autopista;4;0,47;60;noche;lluvioso;si;no;noche;no;si;2;0,66
rural;4;0,95;70;luz;neblina;si;no;noche;si;si;0;0,56
autopista;3;0,38;60;luz;neblina;si;si;noche;si;si;1;0,49
autopista;1;0,03;25;luz;neblina;si;si;noche;no;si;2;0,1
rural;1;0,88;35;luz;lluvioso;si;si;tarde;no;no;1;0,37
autopista;4;0,22;45;luz;lluvioso;no;si;noche;si;si;2;0,14
urban;2;0,6;70;noche;neblina;si;si;tarde;no;no;2;0,66
autopista;2;0,94;25;luz;despejado;si;no;tarde;si;si;2;0,24
autopista;2;0,74;45;noche;despejado;si;si;noche;si;no;3;0,48
autopista;4;0,83;35;poca_luz;despejado;si;no;mañana;no;si;1;0,24
rural;3;0,42;45;luz;despejado;no;si;mañana;no;no;1;0,12
autopista;4;0,46;25;noche;despejado;no;no;tarde;no;si;0;0,31
autopista;3;0,06;60;poca_luz;lluvioso;no;si;noche;no;no;0;0,28
urban;3;0,67;70;luz;despejado;no;si;mañana;si;si;7;0,49
autopista;3;0,74;60;poca_luz;despejado;si;si;mañana;no;no;5;0,68
autopista;4;0,53;60;poca_luz;lluvioso;no;no;mañana;no;si;3;0,67
autopista;1;0,85;45;poca_luz;lluvioso;si;si;mañana;si;no;2;0,36
autopista;1;0,11;35;luz;lluvioso;si;no;noche;no;no;1;0,08
urban;4;0,09;35;poca_luz;despejado;si;no;mañana;si;si;0;0,09
urban;1;0,13;45;poca_luz;despejado;si;si;tarde;si;no;1;0,04
rural;2;0,86;70;poca_luz;neblina;si;si;mañana;si;no;3;0,69
autopista;2;0,19;45;noche;neblina;si;si;noche;si;si;0;0,3
rural;1;0,07;25;poca_luz;despejado;no;si;mañana;si;no;1;0,06
rural;1;0,79;60;poca_luz;neblina;si;si;mañana;si;no;3;0,62
autopista;1;0,7;45;luz;lluvioso;no;no;noche;si;no;1;0,34
urban;1;0,16;70;poca_luz;neblina;no;no;mañana;si;si;1;0,36
urban;1;0,76;35;noche;neblina;no;no;mañana;no;si;3;0,59
autopista;4;0,29;25;luz;neblina;no;no;tarde;no;no;1;0,18
autopista;2;0,03;25;luz;neblina;no;si;tarde;si;no;1;0,19
urban;3;0,03;45;luz;lluvioso;no;no;mañana;si;si;1;0,1
autopista;4;0,12;25;luz;lluvioso;si;no;mañana;no;si;1;0,17
autopista;3;0,82;60;noche;despejado;no;si;mañana;no;no;1;0,7
autopista;1;0,4;70;luz;despejado;no;si;noche;no;si;3;0,36
urban;3;0,38;25;poca_luz;lluvioso;si;no;mañana;no;no;2;0,23
rural;4;0,79;45;poca_luz;neblina;no;si;mañana;si;no;0;0,43
rural;1;0,65;70;poca_luz;neblina;si;no;tarde;si;si;1;0,59
autopista;1;0,88;45;poca_luz;neblina;si;si;mañana;si;si;5;0,45
urban;4;0,02;25;poca_luz;lluvioso;no;si;mañana;si;si;4;0,13
autopista;3;0,17;70;noche;lluvioso;no;no;noche;no;si;2;0,5
urban;4;0,85;45;poca_luz;lluvioso;si;no;noche;no;si;2;0,3
autopista;3;0,96;35;luz;lluvioso;si;no;noche;no;si;2;0,37
urban;3;0,29;60;noche;lluvioso;si;no;tarde;si;si;0;0,6
urban;4;0,04;35;poca_luz;neblina;si;no;noche;si;si;0;0,09
rural;1;0,01;25;luz;despejado;no;no;tarde;no;no;1;0
autopista;2;0,03;70;noche;lluvioso;si;si;tarde;si;no;2;0,54
rural;1;0,66;35;noche;despejado;si;si;mañana;si;si;1;0,51
rural;4;0,25;25;noche;lluvioso;no;no;tarde;no;no;0;0,34
urban;4;0,37;25;noche;despejado;no;no;mañana;no;si;3;0,47
autopista;4;0,37;60;noche;despejado;no;si;tarde;si;si;1;0,52
urban;3;0,25;70;poca_luz;neblina;no;si;mañana;si;si;1;0,3
urban;1;0,18;70;noche;lluvioso;no;si;noche;si;si;2;0,64
urban;2;0,52;35;luz;lluvioso;si;no;noche;si;no;1;0,21
autopista;4;0,07;60;poca_luz;neblina;no;si;noche;si;si;3;0,41
autopista;4;0,46;45;luz;despejado;no;si;tarde;si;no;2;0,16
urban;2;0,42;45;poca_luz;lluvioso;si;si;noche;si;si;2;0,23
autopista;1;0,29;70;luz;neblina;no;si;noche;no;no;5;0,56
urban;1;0,08;45;luz;despejado;no;no;noche;no;no;1;0,11
autopista;4;0,66;60;poca_luz;lluvioso;si;no;noche;si;si;2;0,44
autopista;4;0,6;45;poca_luz;neblina;no;no;noche;no;no;1;0,34
rural;2;0,74;45;noche;neblina;si;si;tarde;no;si;0;0,49
urban;3;0,53;70;luz;lluvioso;si;si;noche;si;no;2;0,47
rural;3;0,51;70;luz;despejado;no;no;noche;no;no;2;0,43
rural;1;0,24;45;luz;neblina;no;si;noche;no;no;2;0,12
urban;4;0,4;45;noche;lluvioso;no;si;tarde;si;si;3;0,54
urban;4;0,54;45;poca_luz;neblina;no;no;mañana;si;no;3;0,43
autopista;3;0,07;25;poca_luz;lluvioso;no;si;noche;no;no;1;0,07
urban;4;0,7;70;luz;lluvioso;no;si;tarde;si;no;0;0,62
rural;3;0,93;60;poca_luz;lluvioso;si;no;tarde;si;no;2;0,49
rural;1;0,97;45;poca_luz;lluvioso;no;no;noche;si;no;1;0,42
urban;3;0,81;70;luz;neblina;no;no;noche;no;si;0;0,55
rural;2;0,81;35;poca_luz;neblina;no;no;mañana;si;si;1;0,35
autopista;1;0,17;45;poca_luz;despejado;si;no;mañana;no;no;1;0,05
rural;2;0,33;70;poca_luz;despejado;si;no;mañana;no;si;2;0,29
autopista;4;0,76;60;noche;despejado;si;no;noche;no;no;2;0,61
rural;3;0,04;60;luz;neblina;no;si;tarde;no;si;1;0,3
autopista;2;0,08;60;luz;despejado;si;si;noche;no;si;1;0,23
autopista;4;0,64;35;noche;lluvioso;si;si;noche;no;no;0;0,43
urban;2;0,43;45;luz;lluvioso;no;si;tarde;si;si;1;0,26
autopista;2;0,68;45;poca_luz;neblina;no;si;noche;no;si;2;0,34
urban;2;0,26;60;noche;despejado;no;no;noche;si;no;2;0,47
rural;2;0,08;25;noche;neblina;no;si;noche;no;no;3;0,36
rural;1;0,83;70;luz;neblina;no;si;noche;no;si;1;0,56
rural;1;0,78;25;noche;despejado;no;si;tarde;no;no;0;0,46
autopista;2;0,46;25;poca_luz;neblina;no;no;tarde;no;no;2;0,25
rural;4;0,88;35;luz;neblina;si;si;noche;no;si;2;0,2
rural;2;0,22;70;noche;despejado;si;si;mañana;no;si;1;0,5
urban;3;0,37;25;poca_luz;despejado;si;no;mañana;si;si;0;0,18
urban;1;0,24;35;luz;neblina;no;no;mañana;si;no;1;0,14
rural;1;0,09;70;luz;despejado;si;no;tarde;si;no;1;0,19
rural;3;0,65;60;luz;despejado;si;si;mañana;no;si;3;0,47
autopista;3;0,59;25;poca_luz;neblina;si;si;noche;no;no;1;0,32
autopista;1;0,44;35;luz;despejado;si;si;noche;si;no;1;0,1
rural;3;0,86;25;noche;despejado;si;si;tarde;si;no;1;0,43
urban;1;0,49;25;noche;neblina;no;no;tarde;si;no;3;0,45
rural;4;0,45;45;luz;neblina;si;si;tarde;si;no;1;0,24
autopista;4;0,68;70;noche;despejado;no;si;mañana;no;si;2;0,58
urban;2;0,04;70;noche;despejado;no;si;mañana;no;no;0;0,39
urban;1;0,28;35;noche;lluvioso;no;si;noche;no;no;0;0,37
autopista;3;0,83;70;luz;neblina;no;si;tarde;no;si;3;0,56
rural;1;0,13;60;poca_luz;despejado;no;si;mañana;si;no;0;0,29
rural;2;0,82;60;poca_luz;neblina;si;si;mañana;si;si;3;0,62
rural;2;0,63;45;noche;neblina;si;no;mañana;si;no;2;0,51
autopista;1;0,8;70;poca_luz;despejado;si;no;tarde;no;no;3;0,54
urban;2;0,08;25;poca_luz;lluvioso;no;si;noche;si;no;4;0,34
autopista;2;0,71;45;noche;lluvioso;si;no;noche;si;si;4;0,65
rural;1;0,78;25;poca_luz;neblina;no;si;noche;no;si;1;0,35
autopista;2;0,03;35;noche;despejado;si;no;mañana;si;no;1;0,18
urban;4;0,73;25;noche;neblina;no;si;mañana;no;no;1;0,65
autopista;1;0,49;25;luz;despejado;no;si;mañana;si;si;2;0,13
rural;2;0,01;70;poca_luz;lluvioso;si;no;noche;si;no;0;0,23
urban;3;0,65;60;luz;neblina;si;no;noche;si;si;3;0,6
autopista;1;0,24;35;luz;lluvioso;si;no;mañana;no;no;1;0,23
autopista;4;0,97;25;luz;neblina;no;no;noche;si;si;1;0,38
urban;3;0,98;45;noche;lluvioso;si;si;noche;no;no;2;0,6
urban;3;0;45;noche;lluvioso;si;si;noche;no;si;2;0,27
rural;4;0,13;70;poca_luz;despejado;no;no;tarde;no;no;2;0,27
urban;3;0,51;35;noche;despejado;no;si;mañana;si;no;1;0,41
rural;4;0,63;60;luz;neblina;no;si;noche;no;si;1;0,46
autopista;4;0,63;45;luz;lluvioso;si;si;noche;si;no;1;0,32
rural;2;0,72;35;luz;neblina;no;si;tarde;no;si;1;0,3
autopista;1;0,17;35;luz;despejado;si;no;tarde;no;si;0;0
urban;1;0,3;60;noche;neblina;si;no;tarde;si;si;0;0,62
autopista;3;0,54;70;poca_luz;neblina;si;no;noche;no;no;2;0,43
urban;3;0,14;70;noche;despejado;si;si;mañana;no;no;3;0,58
autopista;2;0,81;70;poca_luz;despejado;si;si;mañana;si;no;1;0,45
autopista;1;0,78;35;luz;neblina;no;no;noche;no;no;2;0,32
autopista;1;0,68;45;noche;lluvioso;si;no;tarde;si;no;0;0,46
autopista;2;0,33;25;luz;despejado;si;si;noche;si;no;2;0,16
rural;4;0,58;60;poca_luz;neblina;no;no;tarde;si;no;3;0,58
autopista;4;0,01;25;poca_luz;neblina;si;si;mañana;no;si;2;0,17
rural;1;0,6;70;poca_luz;despejado;no;si;mañana;no;no;2;0,38
urban;3;0,05;60;poca_luz;neblina;si;si;tarde;si;si;1;0,34
urban;3;0,22;25;poca_luz;lluvioso;si;si;noche;si;no;0;0,09
rural;1;0,35;35;luz;lluvioso;si;si;mañana;si;si;3;0,3
urban;3;0,65;60;luz;lluvioso;no;no;noche;no;si;4;0,68
urban;1;0,24;25;luz;neblina;no;si;mañana;si;si;2;0,13
autopista;1;0,13;45;luz;despejado;si;no;tarde;si;si;4;0,1
autopista;2;0,5;70;noche;despejado;no;no;noche;si;no;2;0,52
autopista;2;0,75;35;luz;neblina;si;no;noche;si;no;2;0,33
rural;1;0,39;60;noche;despejado;si;si;mañana;si;si;3;0,57
rural;3;0,86;35;luz;neblina;si;no;tarde;si;no;2;0,34
urban;2;0,94;60;luz;neblina;si;no;noche;si;no;1;0,59
autopista;3;0,71;60;poca_luz;neblina;no;no;mañana;no;no;0;0,48
rural;1;0,81;25;poca_luz;despejado;no;no;mañana;si;no;2;0,15
rural;3;0,55;60;poca_luz;neblina;si;no;mañana;si;si;1;0,53
autopista;1;0,58;45;noche;lluvioso;si;no;noche;no;no;6;0,58
rural;3;0,04;70;noche;neblina;si;si;noche;si;si;2;0,54
autopista;1;0,53;60;poca_luz;lluvioso;no;si;tarde;no;no;2;0,46
urban;2;0,53;45;noche;neblina;si;no;tarde;no;no;2;0,45
urban;2;0,56;70;luz;lluvioso;no;si;noche;si;no;3;0,61
urban;3;0,22;70;poca_luz;neblina;no;si;mañana;si;no;1;0,46
autopista;4;0,39;45;luz;lluvioso;si;no;tarde;no;no;3;0,36
rural;3;0,95;25;poca_luz;despejado;si;no;noche;si;no;1;0,24
urban;4;0,85;35;luz;lluvioso;si;si;noche;si;no;3;0,41
urban;2;0,45;60;poca_luz;lluvioso;no;si;mañana;no;no;0;0,42
urban;4;0,42;45;noche;lluvioso;no;no;mañana;si;si;2;0,37
rural;2;0,78;45;noche;despejado;si;no;tarde;si;no;0;0,44
rural;1;0,4;70;noche;neblina;no;no;mañana;si;si;4;0,81
autopista;2;0,6;45;poca_luz;lluvioso;no;no;mañana;si;si;0;0,29
urban;1;0,87;70;luz;neblina;no;no;tarde;si;no;1;0,53
rural;2;0,19;35;noche;lluvioso;si;no;tarde;si;no;3;0,44
autopista;4;0,74;70;luz;despejado;no;no;noche;no;si;1;0,49
urban;1;1;35;noche;despejado;si;no;noche;si;no;3;0,67
rural;4;0,04;35;noche;despejado;no;si;mañana;no;si;2;0,21
rural;1;0,03;60;noche;neblina;si;si;noche;si;no;0;0,44
autopista;1;0,7;45;noche;lluvioso;si;si;tarde;si;no;0;0,56
urban;3;0,44;70;luz;lluvioso;si;no;tarde;si;si;4;0,62
urban;4;0,18;45;poca_luz;neblina;si;si;tarde;si;si;0;0,09
rural;1;0,52;60;poca_luz;neblina;si;no;mañana;si;si;4;0,57
urban;2;0,89;60;poca_luz;lluvioso;no;si;mañana;no;si;0;0,61
autopista;2;0,52;60;noche;despejado;si;no;mañana;si;no;1;0,53
rural;2;0,94;35;noche;despejado;si;no;noche;no;si;1;0,44
rural;1;0,57;60;noche;neblina;si;no;tarde;si;no;2;0,76
autopista;3;0,19;35;noche;neblina;no;no;mañana;no;si;0;0,3
rural;1;0,84;60;poca_luz;neblina;si;no;tarde;si;si;2;0,54
urban;3;0,38;45;luz;despejado;si;no;mañana;no;si;1;0,09
urban;3;0,6;70;noche;despejado;no;no;mañana;no;no;2;0,56
rural;2;0,39;25;luz;despejado;si;no;mañana;no;no;1;0,09
autopista;2;0,42;70;noche;neblina;no;si;mañana;no;si;2;0,55
autopista;2;0,17;25;noche;neblina;si;si;mañana;no;si;2;0,35
urban;1;0,63;70;noche;despejado;no;no;mañana;no;no;4;0,74
autopista;2;0,32;25;noche;lluvioso;no;si;mañana;no;no;2;0,38
rural;2;0,35;25;noche;neblina;si;no;noche;si;no;2;0,5
rural;4;0,19;25;luz;lluvioso;no;si;mañana;no;no;0;0,13
urban;1;0,34;70;poca_luz;neblina;si;si;noche;no;si;1;0,33
urban;1;0,82;70;luz;lluvioso;si;si;noche;si;si;0;0,61
urban;3;0,95;45;luz;neblina;si;no;mañana;si;no;0;0,38
autopista;3;0,44;60;noche;lluvioso;no;si;mañana;si;si;4;0,68
rural;1;0,75;60;luz;lluvioso;no;no;noche;si;si;5;0,57
rural;1;0,91;35;poca_luz;neblina;si;si;mañana;si;no;1;0,43
rural;3;0,25;25;noche;despejado;no;si;mañana;no;no;0;0,34
urban;2;0,13;60;noche;neblina;si;si;tarde;no;si;3;0,69
rural;4;0,24;25;poca_luz;neblina;no;no;mañana;si;si;1;0,18
autopista;3;0,89;25;noche;neblina;no;no;noche;no;si;1;0,47
autopista;2;0,31;60;noche;lluvioso;si;si;mañana;no;si;1;0,6
rural;3;0,53;25;poca_luz;despejado;si;no;noche;si;si;2;0,19
urban;4;0,96;60;luz;neblina;si;no;mañana;no;si;2;0,57
rural;2;0,48;60;luz;neblina;si;no;mañana;no;no;2;0,42
autopista;3;0,37;25;noche;lluvioso;si;si;tarde;no;si;3;0,48
autopista;2;0,92;25;luz;neblina;no;si;tarde;si;si;1;0,37
autopista;3;0,11;25;noche;neblina;si;no;mañana;si;no;1;0,35
rural;1;0,71;70;noche;lluvioso;si;si;tarde;si;no;1;0,65
autopista;4;0,43;35;luz;neblina;si;si;tarde;no;no;0;0,19
urban;3;0,79;35;poca_luz;despejado;no;no;noche;no;si;5;0,38
rural;4;0,47;25;poca_luz;lluvioso;no;si;tarde;no;si;1;0,28
rural;1;0,83;25;luz;despejado;si;si;tarde;si;si;1;0,21
autopista;4;0,43;70;luz;neblina;no;si;noche;si;no;1;0,41
autopista;4;0,16;35;poca_luz;neblina;si;si;noche;no;si;2;0,1
urban;4;0,4;25;noche;neblina;no;si;noche;no;si;1;0,37
rural;3;0,13;35;luz;despejado;no;si;mañana;no;si;1;0,07
autopista;1;0,06;60;poca_luz;lluvioso;no;si;mañana;si;no;1;0,28
urban;3;0,24;60;poca_luz;neblina;si;no;mañana;si;si;3;0,48
autopista;3;0,42;25;luz;neblina;no;si;tarde;si;si;0;0,3
rural;1;0,13;70;luz;lluvioso;no;no;tarde;si;no;2;0,38
autopista;1;0,69;35;luz;neblina;si;si;tarde;si;no;2;0,31
rural;1;0,63;35;noche;lluvioso;si;no;mañana;no;no;1;0,45
autopista;2;0,8;35;poca_luz;lluvioso;si;si;tarde;no;si;0;0,31
rural;3;0,24;25;poca_luz;lluvioso;no;no;mañana;no;si;1;0,26
urban;4;0,38;35;luz;despejado;si;no;tarde;no;no;1;0,22
rural;2;0,66;25;poca_luz;neblina;si;no;tarde;si;no;1;0,21
urban;2;0,41;45;noche;neblina;no;si;mañana;no;no;1;0,42
rural;2;0,38;70;poca_luz;neblina;si;si;mañana;si;si;0;0,44
urban;2;0,35;25;poca_luz;neblina;no;no;mañana;no;si;1;0,13
autopista;1;0,5;70;poca_luz;lluvioso;si;si;mañana;no;no;1;0,41
rural;1;0,41;45;noche;lluvioso;si;si;tarde;no;no;0;0,36
autopista;4;0,55;45;luz;neblina;si;no;tarde;si;no;2;0,31
urban;2;0,99;45;luz;lluvioso;si;si;mañana;no;si;0;0,38
rural;2;0,49;35;poca_luz;lluvioso;si;no;noche;no;si;1;0,36
rural;1;0,78;45;noche;neblina;si;no;noche;no;si;2;0,58
autopista;1;0,67;60;poca_luz;neblina;no;no;tarde;no;no;1;0,51
rural;2;0,56;70;noche;lluvioso;si;no;mañana;si;si;0;0,64
rural;2;0,74;70;poca_luz;despejado;si;no;tarde;no;no;2;0,31
autopista;1;0,64;45;poca_luz;despejado;no;si;tarde;si;si;1;0,13
rural;1;0,07;70;luz;despejado;no;si;tarde;no;no;1;0,21
autopista;3;0,75;35;luz;neblina;no;si;noche;no;no;1;0,27
autopista;3;0,91;35;luz;neblina;no;si;tarde;si;si;0;0,35
autopista;4;0,8;45;noche;despejado;si;si;noche;no;no;0;0,46
autopista;3;0,38;60;poca_luz;despejado;si;si;mañana;si;no;2;0,37
autopista;4;0,9;25;luz;lluvioso;no;no;noche;si;no;1;0,32
urban;4;0,1;35;luz;lluvioso;no;no;noche;no;si;0;0,1
urban;3;0,38;35;luz;neblina;no;no;tarde;si;no;1;0,25
autopista;2;0;45;noche;despejado;si;no;mañana;no;si;4;0,35
urban;1;0,36;25;noche;despejado;si;no;noche;si;si;1;0,33
urban;4;0,04;35;poca_luz;neblina;no;no;mañana;si;si;0;0,09
